test_name,total_move_distance,total_scroll_distance,total_click_count,total_input_count,test_result,Commit Number
Coloring of half days | Add absence: 2018-02-14 (afternoon) - 2018-02-15 (morning) : Holiday,0.0,0.0,0,0,failed,951
"Coloring of half days | Changes default color for Sick days to be ""color 3""",1124.2225011497053,781.0,3,0,passed,951
Coloring of half days | Ensure that all absences are approved,0.0,0.0,0,0,failed,951
Coloring of half days | Ensure user starts at the very beginning of current year,1090.8207918810494,630.0,1,10,failed,951
Coloring of half days | Go Calendar page,0.0,0.0,0,0,passed,951
Coloring of half days | Go to Team view page and ensure that all half a day cells have correct color classes,0.0,0.0,0,0,failed,951
Coloring of half days | Go to callendar page and ensure that all half days cells have correct color classes,0.0,0.0,0,0,failed,951
Coloring of half days | Go to report page and for 2018-02 ensure that report contains correct summaries,0.0,0.0,0,0,failed,951
Coloring of half days | Obtain information user,0.0,0.0,0,0,passed,951
Coloring of half days | On Team view page ensure that days deducted from allowance are stated correctly,0.0,0.0,0,0,failed,951
Coloring of half days | Open requests page,0.0,0.0,0,0,passed,951
Coloring of half days | Performing registration process,2495.2942593076914,108.0,4,93,passed,951
Cross linking on Teamview page | Create new company,2495.2942593076914,108.0,4,93,passed,951
Cross linking on Teamview page | Create new user B,646.4093130517226,452.0,1,82,failed,951
Cross linking on Teamview page | Login as user B,1518.063680283221,0.0,2,15,failed,951
Cross linking on Teamview page | Logout from A account,1043.7671912525857,0.0,2,0,passed,951
Cross linking on Teamview page | Make sure that both users are shown on Team view page,0.0,0.0,0,0,failed,951
Cross linking on Teamview page | Make sure that only user A and B are presented,0.0,0.0,0,0,failed,951
Deactivate and activate user | ... use empty end_date,0.0,0.0,0,0,failed,951
Deactivate and activate user | ... use end_date in future,0.0,0.0,0,0,failed,951
Deactivate and activate user | Although setting end_date to some value in past still works,0.0,0.0,0,0,failed,951
Deactivate and activate user | Create EMPLOYEE,0.0,0.0,0,82,failed,951
Deactivate and activate user | Create another company for EMPLOYEE email,2495.2942593076914,108.0,4,93,passed,951
Deactivate and activate user | Create new company,2495.2942593076914,108.0,4,93,passed,951
Deactivate and activate user | Login back as ADMIN,1518.063680283221,0.0,2,28,passed,951
Deactivate and activate user | Logout from ADMIN,1043.7671912525857,0.0,2,0,passed,951
Deactivate and activate user | Logout from new company created by EMPLOYEE,1043.7671912525857,0.0,2,0,passed,951
Deactivate and activate user | Mark EMPLOYEE as inactive by specifying end date to be in past,0.0,0.0,0,0,failed,951
Deactivate and activate user | Obtain information about employee,0.0,0.0,0,0,failed,951
Deactivate and activate user | Try to activate EMPLOYEE back. Open details page,0.0,0.0,0,0,passed,951
Dealing with inactive users | Create EMPLOYEE,646.4093130517226,452.0,1,82,failed,951
Dealing with inactive users | Create MANAGER,646.4093130517226,452.0,1,82,failed,951
Dealing with inactive users | Create new company,2495.2942593076914,108.0,4,93,passed,951
Dealing with inactive users | Login as an EMPLOYEE to make sure it is possible,1518.063680283221,0.0,2,15,failed,951
Dealing with inactive users | Login back as ADMIN,1518.063680283221,0.0,2,28,passed,951
Dealing with inactive users | Logout from EMPLOYEE account,0.0,0.0,0,0,failed,951
Dealing with inactive users | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Dealing with inactive users | Make sure EMPLOYEE is not on Team view page anymore,0.0,0.0,0,0,failed,951
Dealing with inactive users | Make sure EMPLOYEE shows up on the Team view page,0.0,0.0,0,0,failed,951
Dealing with inactive users | Make sure that EMPLOYEE still is shown on users page decpite being inactive,0.0,0.0,0,0,failed,951
Dealing with inactive users | Mark EMPLOYEE as one inactive one by specifying end date to be in past,0.0,0.0,0,0,failed,951
Dealing with inactive users | Open department management page,0.0,0.0,0,0,passed,951
Dealing with inactive users | Open department settings page,0.0,0.0,0,0,passed,951
Dealing with inactive users | Open departments management page,0.0,0.0,0,0,passed,951
Dealing with inactive users | Open employee details page,0.0,0.0,0,0,passed,951
Dealing with inactive users | Open users list page,0.0,0.0,0,0,passed,951
Dealing with inactive users | See if EMPLOYEE is among possible approvers,0.0,0.0,0,0,failed,951
Dealing with inactive users | Try to add new department and make sure that EMPLOYEE is not among potentual approvers,0.0,0.0,0,0,passed,951
Dealing with inactive users | Try to login as EMPLOYEE and make sure system rejects,1518.063680283221,0.0,2,15,passed,951
Dealing with inactive users | Update department to be supervised by MANAGER,0.0,0.0,0,0,failed,951
Dealing with inactive users | obtain detailed info about employee (ID etc),0.0,0.0,0,0,failed,951
Edit company details | Check that company is been updated if valid values are submitted,1612.5881282789423,282.0,3,16,failed,951
Edit company details | Open page for editing company details,0.0,0.0,0,0,passed,951
Edit company details | Performing registration process,2495.2942593076914,108.0,4,93,passed,951
Edit user to have duplicated email | Create new company,2495.2942593076914,108.0,4,93,passed,951
Edit user to have duplicated email | Create second user,0.0,0.0,0,81,failed,951
Edit user to have duplicated email | Make sure that both users are shown and click on latest user (assuming users are sorted alphabetichally and test user names are derived from epoch),0.0,0.0,0,0,failed,951
Edit user to have duplicated email | Open 'users' page,0.0,0.0,0,0,passed,951
Edit user to have duplicated email | Try to assign to second user the same email as ADMIN has,0.0,0.0,0,0,failed,951
Edit user to have duplicated email | Update email user with unique email address,0.0,0.0,0,0,failed,951
Emails are case insensitive | Login with lower case email,1518.063680283221,0.0,2,38,passed,951
Emails are case insensitive | Logount from current session,1043.7671912525857,0.0,2,0,passed,951
Emails are case insensitive | Logout,1043.7671912525857,0.0,2,0,passed,951
Emails are case insensitive | Register an account useing upper case letters,2495.2942593076914,108.0,4,103,passed,951
Emails are case insensitive | Try to login with upper case email,1518.063680283221,0.0,2,38,passed,951
Employee start day is in previouse year and no end date | no automatic adjustment,0.0,0.0,0,0,passed,951
Enable/disable Integration APIs | Create new company,2495.2942593076914,108.0,4,93,passed,951
Enable/disable Integration APIs | Disable the API integration for current company,726.1678309140939,0.0,2,0,passed,951
Enable/disable Integration APIs | Enable the API and repeate the invokation above: ensure that now it is successful,726.1678309140939,0.0,2,0,failed,951
Enable/disable Integration APIs | Ensure that API end points do not work anymore,0.0,0.0,0,0,passed,951
Enable/disable Integration APIs | Ensure that newly renenerated API key works fine,0.0,0.0,0,0,failed,951
Enable/disable Integration APIs | Ensure that old API key is not valid anymore,0.0,0.0,0,0,passed,951
Enable/disable Integration APIs | Navigate to API page and ensure the API is disable,0.0,0.0,0,0,passed,951
Enable/disable Integration APIs | Read the key and try to invoke the API with that key: ensure the end point is blocked,0.0,0.0,0,0,passed,951
Enable/disable Integration APIs | Regenerate the API key,673.5317364460267,0.0,1,0,passed,951
Ensure that leaves with not full days are rendered properly | Create new company,2495.2942593076914,108.0,4,93,passed,951
Ensure that leaves with not full days are rendered properly | Create new non-admin user,646.4093130517226,452.0,1,82,failed,951
Ensure that leaves with not full days are rendered properly | Ensure that both new leave requests are listed and both are marked as partial,0.0,0.0,0,0,failed,951
Ensure that leaves with not full days are rendered properly | Ensure that both new leave requests are listed for approval and both are marked as partial,0.0,0.0,0,0,failed,951
Ensure that leaves with not full days are rendered properly | Go to my requests page,0.0,0.0,0,0,passed,951
Ensure that leaves with not full days are rendered properly | Login as admin user,1518.063680283221,0.0,2,28,passed,951
Ensure that leaves with not full days are rendered properly | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Ensure that leaves with not full days are rendered properly | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,951
Ensure that leaves with not full days are rendered properly | Logout from non-admin acount,0.0,0.0,0,0,failed,951
Ensure that leaves with not full days are rendered properly | Open calendar page,0.0,0.0,0,0,passed,951
Ensure that leaves with not full days are rendered properly | Request new partial leave: afternoon to morning,0.0,0.0,0,0,failed,951
Ensure that leaves with not full days are rendered properly | Request new partial leave: morning to afternoon,0.0,0.0,0,0,failed,951
Leave in the next year (2026) when no allowance in the current one | Create new company,2495.2942593076914,108.0,4,93,passed,951
Leave in the next year (2026) when no allowance in the current one | Submit leave request for of one week in next year,501.28834017958167,29.0,1,20,failed,951
Leave in the next year (2026) when no allowance in the current one | Update user to start at the very end of current year: 20 Dec,1090.8207918810494,630.0,1,10,failed,951
Leave request cancelation |  Logout from user B account,0.0,0.0,0,0,failed,951
Leave request cancelation | Approve new leave request,0.0,0.0,0,0,failed,951
Leave request cancelation | Cancel leave request,0.0,0.0,0,0,failed,951
Leave request cancelation | Check precondition,0.0,0.0,0,0,failed,951
"Leave request cancelation | Check that allowance section of user details page shows ""15 out of 20""",0.0,0.0,0,0,failed,951
Leave request cancelation | Create second user B,646.4093130517226,452.0,1,82,failed,951
"Leave request cancelation | Ensure ""remaining"" 15",0.0,0.0,0,0,failed,951
"Leave request cancelation | Ensure ""used"" shows 5",0.0,0.0,0,0,failed,951
Leave request cancelation | Ensure its details shows nothing from allowance was used,0.0,0.0,0,0,failed,951
Leave request cancelation | Ensure newly created request is on Requests page,0.0,0.0,0,0,failed,951
Leave request cancelation | Ensure that My requests page does not contain any entries,0.0,0.0,0,0,passed,951
Leave request cancelation | Ensure that new request is in Pending status,0.0,0.0,0,0,failed,951
Leave request cancelation | Ensure that new request is single one,0.0,0.0,0,0,failed,951
Leave request cancelation | Ensure that there is no pending leave requests,0.0,0.0,0,0,passed,951
Leave request cancelation | Ensure that there were two emails regarding cancelation,0.0,0.0,0,0,failed,951
Leave request cancelation | Initiate revoke procedure (but not finish),0.0,0.0,0,0,failed,951
Leave request cancelation | Login as user B,1518.063680283221,0.0,2,15,failed,951
Leave request cancelation | Login back as admin user A,1518.063680283221,0.0,2,28,passed,951
Leave request cancelation | Logout from user A (admin),1043.7671912525857,0.0,2,0,passed,951
Leave request cancelation | Obtain information about admin user A,0.0,0.0,0,0,passed,951
Leave request cancelation | Obtain information about user B,0.0,0.0,0,0,failed,951
Leave request cancelation | Open Book leave popup window,501.28834017958167,29.0,1,0,passed,951
Leave request cancelation | Open email audit page,0.0,0.0,0,0,passed,951
Leave request cancelation | Open employees list page,0.0,0.0,0,0,passed,951
Leave request cancelation | Open requests page,0.0,0.0,0,0,passed,951
Leave request cancelation | Open user A details page (abcenses section),0.0,0.0,0,0,passed,951
Leave request cancelation | Open user B absences section,0.0,0.0,0,0,passed,951
Leave request cancelation | Register new company,2495.2942593076914,108.0,4,93,passed,951
Leave request cancelation | Submit leave request for the same date as the first,0.0,0.0,0,0,failed,951
Leave request cancelation | Submit new leave request for user A one weekday,0.0,0.0,0,20,failed,951
Leave request cancelation | Submit new leave request from user B for one weekday,0.0,0.0,0,0,failed,951
Leave request cancelation | Update admin details to have start date at very beginig of this year,1090.8207918810494,630.0,1,10,failed,951
Leave request with single user | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Leave request with single user | Create new company,2495.2942593076914,108.0,4,93,passed,951
Leave request with single user | Create new leave request,1678.746803136059,0.0,3,20,failed,951
Leave request with single user | Ensure user starts at the very beginning of current year,1090.8207918810494,630.0,1,10,failed,951
Leave request with single user | Open calendar page,0.0,0.0,0,0,passed,951
Leave request with single user | Open page to create new leave,503.1073444107132,0.0,1,0,passed,951
Leave type limits for next year: 2026 | Add a request that fits under the limit,0.0,0.0,0,0,failed,951
Leave type limits for next year: 2026 | And try to request one more day of the type already 100% taken,0.0,0.0,0,0,failed,951
Leave type limits for next year: 2026 | Approve newly added leave request,0.0,0.0,0,0,failed,951
Leave type limits for next year: 2026 | Check that it is possible to update Limits,1021.0161604989414,899.0,1,1,passed,951
Leave type limits for next year: 2026 | Create new company,2495.2942593076914,108.0,4,93,passed,951
Leave type limits for next year: 2026 | Create new non-admin user,646.4093130517226,452.0,1,82,failed,951
Leave type limits for next year: 2026 | Login as Admin,1518.063680283221,0.0,2,28,passed,951
Leave type limits for next year: 2026 | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Leave type limits for next year: 2026 | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Leave type limits for next year: 2026 | Logout from regular user session,0.0,0.0,0,0,failed,951
Leave type limits for next year: 2026 | Open calendar page,0.0,0.0,0,0,passed,951
Leave type limits for next year: 2026 | Open page with leave types,0.0,0.0,0,0,passed,951
Leave type limits for next year: 2026 | Open requests page,0.0,0.0,0,0,passed,951
Leave type limits in actoion | Add a request that fits under the limit,0.0,0.0,0,0,failed,951
Leave type limits in actoion | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Leave type limits in actoion | Check that it is possible to update Limits,1021.0161604989414,899.0,1,1,passed,951
Leave type limits in actoion | Create new company,2495.2942593076914,108.0,4,93,passed,951
Leave type limits in actoion | Create new non-admin user,646.4093130517226,452.0,1,82,failed,951
Leave type limits in actoion | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Leave type limits in actoion | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Leave type limits in actoion | Open calendar page,0.0,0.0,0,0,passed,951
Leave type limits in actoion | Open page with leave types,0.0,0.0,0,0,passed,951
Leave type limits in actoion | Try to request new leave that exceed the limit,0.0,0.0,0,0,failed,951
Menu bar reflect permissions of logged in user | Check that admin links are not shown,0.0,0.0,0,0,passed,951
Menu bar reflect permissions of logged in user | Check that all necessary menus are shown,0.0,0.0,0,0,failed,951
Menu bar reflect permissions of logged in user | Check that limited links are there,0.0,0.0,0,0,failed,951
Menu bar reflect permissions of logged in user | Create new company,2495.2942593076914,108.0,4,93,passed,951
Menu bar reflect permissions of logged in user | Create non-admin user,646.4093130517226,452.0,1,82,failed,951
Menu bar reflect permissions of logged in user | Login as ordinary user,1518.063680283221,0.0,2,15,failed,951
Menu bar reflect permissions of logged in user | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,951
No negative allowanca is carried overs | Add and approve week long leave in last year,970.7150860061663,0.0,2,20,failed,951
No negative allowanca is carried overs | Adjust user's deparment's allpwance to be 1 day,0.0,0.0,0,0,failed,951
No negative allowanca is carried overs | Amend its user to started at the very begining of last year,1090.8207918810494,630.0,1,10,failed,951
No negative allowanca is carried overs | Calculate carry over,1013.0177688471215,369.0,1,0,passed,951
"No negative allowanca is carried overs | Ensure that company has Carry Over set to be ""None""",0.0,0.0,0,0,passed,951
No negative allowanca is carried overs | Ensure that newly created user's carried over still remains 0,0.0,0.0,0,0,failed,951
No negative allowanca is carried overs | Ensure that nominal allowance was reduced to 1,0.0,0.0,0,0,failed,951
No negative allowanca is carried overs | Obtain information about admin user,0.0,0.0,0,0,passed,951
No negative allowanca is carried overs | Register new company,2495.2942593076914,108.0,4,93,passed,951
No negative allowanca is carried overs | Update user to have her leaves be auto apporved,1302.1772544030468,630.0,2,0,failed,951
Overlapping bookings | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Overlapping bookings | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Overlapping bookings | Create new company,2495.2942593076914,108.0,4,93,passed,951
Overlapping bookings | Create new non-admin user,646.4093130517226,452.0,1,82,failed,951
Overlapping bookings | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Overlapping bookings | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,951
Overlapping bookings | Open calendar page,0.0,0.0,0,0,passed,951
Overlapping bookings | Request new leave,0.0,0.0,0,0,failed,951
Overlapping bookings | Try to request overlapping leave request,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | And create correct one,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | Create new company,2495.2942593076914,108.0,4,93,passed,951
Overlapping leaverequest (with halfs) | Create new non-admin user,0.0,0.0,0,81,failed,951
Overlapping leaverequest (with halfs) | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Overlapping leaverequest (with halfs) | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,951
Overlapping leaverequest (with halfs) | Open calendar page,0.0,0.0,0,0,passed,951
Overlapping leaverequest (with halfs) | Request new leave,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | Try to create new leave request that colides with existing by halfs,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | Try to create new request that overlaps with existing one: new request's half end colides with full part of existing one,0.0,0.0,0,0,failed,951
Overlapping leaverequest (with halfs) | Try to request overlapping leave request (new request overlaps with half by the full end),0.0,0.0,0,0,failed,951
Register new user | Go back to Calendar page and ensure that available and total days are same and are 12,0.0,0.0,0,0,failed,951
Register new user | Go back to Calendar page and ensure that available and total days are same and are 20,0.0,0.0,0,0,failed,951
Register new user | Navigate to current uer details,479.20767940424327,0.0,1,0,passed,951
Register new user | Performing registration process,2495.2942593076914,108.0,4,93,passed,951
Register new user | Update start date to be mid-year,1090.8207918810494,630.0,1,10,failed,951
Register new user | Update start date to be start of the year,1090.8207918810494,630.0,1,10,failed,951
Remove company account | Book a leave by user from company A,1173.1577532467504,29.0,3,20,failed,951
Remove company account | Book a leave by user from company B,1173.1577532467504,29.0,3,20,failed,951
Remove company account | Close down current session,0.0,0.0,0,0,passed,951
Remove company account | Create Company A,2495.2942593076914,108.0,4,93,passed,951
Remove company account | Create Company B,2495.2942593076914,108.0,4,93,passed,951
Remove company account | Ensure it is not possible to login back,0.0,0.0,0,0,failed,951
Remove company account | Ensure that admin still has a leave registered,0.0,0.0,0,0,failed,951
Remove company account | Ensure that there are still records in Email audit page,0.0,0.0,0,0,failed,951
Remove company account | Ensure that user is logout (by trying to poen general setting page),0.0,0.0,0,0,failed,951
Remove company account | Ensure user starts at the very beginning of current year,1090.8207918810494,630.0,1,10,failed,951
Remove company account | Login as Admin from company A and remove company's account,3320.310561705888,1997.0,6,40,failed,951
Remove company account | Login as admin of company B,0.0,0.0,0,0,failed,951
Remove company account | Logout from Company B,1043.7671912525857,0.0,2,0,passed,951
Request leave for outher users | ... make sure there are two records in it,0.0,0.0,0,0,failed,951
Request leave for outher users | Add new department and make its approver to be newly added line manager (she is second in a list as users are ordered by AZ),2485.521636046245,0.0,4,5,failed,951
Request leave for outher users | And make sure it is part of the newly added department,0.0,0.0,0,0,failed,951
Request leave for outher users | And make sure that user can select all three users,503.1073444107132,0.0,1,0,failed,951
Request leave for outher users | And make sure that user can select herself and ordenary user (because she belongs to the department managed by current line manager),0.0,0.0,0,0,failed,951
Request leave for outher users | And make sure that user cannot select other users when requesting new leave,0.0,0.0,0,0,failed,951
Request leave for outher users | Create new company,2495.2942593076914,108.0,4,93,passed,951
Request leave for outher users | Create new line manager user,0.0,0.0,0,80,failed,951
Request leave for outher users | Create new ordanry user,0.0,0.0,0,82,failed,951
Request leave for outher users | Login as admin user,1518.063680283221,0.0,2,28,passed,951
Request leave for outher users | Login as line manager user,1518.063680283221,0.0,2,15,failed,951
Request leave for outher users | Login as ordenary user,1518.063680283221,0.0,2,15,failed,951
Request leave for outher users | Logout from admin acount,1043.7671912525857,0.0,2,0,passed,951
Request leave for outher users | Logout from ordenary acount,0.0,0.0,0,0,failed,951
Request leave for outher users | Make sure ordenary user is in that drop down list,0.0,0.0,0,0,failed,951
Request leave for outher users | Open calendar page,0.0,0.0,0,0,passed,951
Request leave for outher users | Open department management page,0.0,0.0,0,0,passed,951
Request leave for outher users | Open user editing page for ordenry user,0.0,0.0,0,0,passed,951
Request leave for outher users | Save ID of ordenry user,0.0,0.0,0,0,failed,951
Reuse email from existing acount when creating new company | Close the browser,0.0,0.0,0,0,passed,951
Reuse email from existing acount when creating new company | Create new company,2495.2942593076914,108.0,4,93,passed,951
Reuse email from existing acount when creating new company | Logout from newly created account,1043.7671912525857,0.0,2,0,passed,951
Reuse email from existing acount when creating new company | Try to create another account with the same email,2495.2942593076914,108.0,4,93,passed,951
Revoke leave request by Admin | ... and revoke her time off,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Approve newly added leave request,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Approve revoke request,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Create EMPLOYEE-to-be user,646.4093130517226,452.0,1,82,failed,951
Revoke leave request by Admin | Create new company,2495.2942593076914,108.0,4,93,passed,951
Revoke leave request by Admin | Create new leave request,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Login as EMPLOYEE user,1518.063680283221,0.0,2,15,failed,951
Revoke leave request by Admin | Login as an ADMIN user,1518.063680283221,0.0,2,28,passed,951
Revoke leave request by Admin | Logout from EMPLOYEE account,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Revoke leave request by Admin | Make sure newly revoked request is shown for approval,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Make sure that newly created request is waiting for approval,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Obtain employee ID from department managment page,0.0,0.0,0,0,failed,951
Revoke leave request by Admin | Open calendar page,0.0,0.0,0,0,passed,951
Revoke leave request by Admin | Open department settings page,0.0,0.0,0,0,passed,951
Revoke leave request by Admin | Open requests page,0.0,0.0,0,0,passed,951
Revoke leave request by Admin | Open user editing page for Employee,0.0,0.0,0,0,passed,951
Revoke leave request | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Revoke leave request | Approve newly added leave request,0.0,0.0,0,0,failed,951
Revoke leave request | Approve revoke request,0.0,0.0,0,0,failed,951
Revoke leave request | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Revoke leave request | Create EMPLOYEE-to-be user,646.4093130517226,452.0,1,82,failed,951
Revoke leave request | Create MANAGER_A-to-be user,646.4093130517226,452.0,1,82,failed,951
Revoke leave request | Create new company,2495.2942593076914,108.0,4,93,passed,951
Revoke leave request | Login as ADMIN user,1518.063680283221,0.0,2,28,passed,951
Revoke leave request | Login as EMPLOYEE user,1518.063680283221,0.0,2,15,failed,951
Revoke leave request | Login as MANAGER_A user,1518.063680283221,0.0,2,15,failed,951
Revoke leave request | Login as MANAGER_B user,1518.063680283221,0.0,2,15,failed,951
Revoke leave request | Logout from EMPLOYEE account,0.0,0.0,0,0,failed,951
Revoke leave request | Logout from MANAGER_A account,0.0,0.0,0,0,failed,951
Revoke leave request | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Revoke leave request | Make sure newly revoked request is shown for approval,0.0,0.0,0,0,failed,951
Revoke leave request | Make sure that newly created request is waiting for approval,0.0,0.0,0,0,failed,951
Revoke leave request | Open calendar page,0.0,0.0,0,0,passed,951
Revoke leave request | Open department management page,0.0,0.0,0,0,passed,951
Revoke leave request | Open requests page,0.0,0.0,0,0,passed,951
Revoke leave request | Request new leave,0.0,0.0,0,0,failed,951
Revoke leave request | Revoke request,0.0,0.0,0,0,failed,951
Revoke leave request | Update department to be supervised by MANAGER_A,0.0,0.0,0,0,failed,951
Revoke leave request | Update department to be supervised by MANAGER_B,0.0,0.0,0,0,failed,951
System prevent revoking admin rights from very last admin within company | Create new company,2495.2942593076914,108.0,4,93,passed,951
System prevent revoking admin rights from very last admin within company | Create second user,646.4093130517226,452.0,1,82,failed,951
System prevent revoking admin rights from very last admin within company | Ensure that Admin tickbox is checked,0.0,0.0,0,0,failed,951
System prevent revoking admin rights from very last admin within company | Ensure that Admin tickbox is not checked,0.0,0.0,0,0,failed,951
System prevent revoking admin rights from very last admin within company | Ensure that secondary user bacame admin,0.0,0.0,0,0,failed,951
System prevent revoking admin rights from very last admin within company | Make secondary user to be admin,1123.697084739381,630.0,2,0,failed,951
System prevent revoking admin rights from very last admin within company | Open Admin user edit details page,0.0,0.0,0,0,passed,951
System prevent revoking admin rights from very last admin within company | Open detail page for second employee,0.0,0.0,0,0,failed,951
System prevent revoking admin rights from very last admin within company | Revoke admin rights from secondary user,1123.697084739381,630.0,2,0,failed,951
System prevent revoking admin rights from very last admin within company | Try to untick the Is Admin flag and make sure system prevent from doing it,1302.1772544030468,630.0,2,0,failed,951
Try to access private pages with guest user | Check main (dashboard) page,0.0,0.0,0,0,passed,951
Try to access private pages with guest user | Check pages,0.0,0.0,0,0,passed,951
Try to book more holidays then in allowance | And make sure that it is calendar indeed,0.0,0.0,0,0,failed,951
Try to book more holidays then in allowance | Check that correct warning messages are shown,0.0,0.0,0,0,failed,951
Try to book more holidays then in allowance | Create new company,2495.2942593076914,108.0,4,93,passed,951
Try to book more holidays then in allowance | Create new non-admin user,646.4093130517226,452.0,1,82,failed,951
Try to book more holidays then in allowance | Login as non-admin user,1518.063680283221,0.0,2,15,failed,951
Try to book more holidays then in allowance | Logout from admin account,1043.7671912525857,0.0,2,0,passed,951
Try to book more holidays then in allowance | Open calendar page,0.0,0.0,0,0,passed,951
Try to book more holidays then in allowance | Request new leave,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Add Add Labour day,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Add New year,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Add Second day of New year,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | And make sure that no bank holidays are shown,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Open page with bank holidays,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Register new company and ensure it has non-default date format,2715.4873563838714,108.0,5,93,failed,951
Try to manage Bank holidays with non-default date format | Remove default predefined bank holidays,0.0,0.0,0,0,failed,951
Try to manage Bank holidays with non-default date format | Rename Christmas to have proper name,0.0,0.0,0,0,failed,951
Try to open registeration page with active user in a session | Create new company,2495.2942593076914,108.0,4,93,passed,951
Try to open registeration page with active user in a session | Make sure that user is landed on calendar page,0.0,0.0,0,0,passed,951
Try to open registeration page with active user in a session | Try to open Registration page,0.0,0.0,0,0,passed,951
Try to remove used leave type | Add new leave type,2139.811532304799,791.0,3,5,passed,951
Try to remove used leave type | Check that all days are marked as pended,0.0,0.0,0,0,failed,951
Try to remove used leave type | Create new company,2495.2942593076914,108.0,4,93,passed,951
Try to remove used leave type | Ensure user starts at the very beginning of current year,1090.8207918810494,630.0,1,10,failed,951
Try to remove used leave type | Open calendar page,0.0,0.0,0,0,passed,951
Try to remove used leave type | Open page with leave types,0.0,0.0,0,0,passed,951
Try to remove used leave type | Request new leave,3009.1997593499627,0.0,6,20,failed,951
Try to remove used leave type | Try to remove newly added leave type and ensure it fails,1109.220446980671,606.0,1,0,failed,951
Try to use non defaul date formats for editing employee details | Open employee details page,0.0,0.0,0,0,failed,951
Try to use non defaul date formats for editing employee details | Open employee list page,0.0,0.0,0,0,failed,951
Try to use non defaul date formats for editing employee details | Register new company with default date to be DD/MM/YY,2715.4873563838714,108.0,5,93,failed,951
Try to use non defaul date formats for editing employee details | Update Start date to be date that was reportedly problematic,0.0,0.0,0,0,failed,951
